OBJECTID,GEOID,Name,Population,AggregateIncome,PCIAdjusted,ACSVintage,Jurisdiction,CRA_ID,CRAGroup,CRAName,CRANeighborhoods,TractLabel
1351,53033006100,"Census Tract 61, King County, Washington",5219,368612900,70629,5Y15,Seattle,7.1,7,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",61
1352,53033006200,"Census Tract 62, King County, Washington",4063,279016000,68672,5Y15,Seattle,7.1,7,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",62
1353,53033006300,"Census Tract 63, King County, Washington",4988,547840700,109832,5Y15,Seattle,6.5,6,Madison Park,"Madison Park, Broadmoor, Washington Park, Harrison/Denny-Blaine",63
1354,53033006400,"Census Tract 64, King County, Washington",3341,276540400,82772,5Y15,Seattle,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",64
1355,53033006500,"Census Tract 65, King County, Washington",4449,406488800,91366,5Y15,Seattle,6.3,6,North Capitol Hill,"North Capitol Hill, Capitol Hill, North Broadway",65
1356,53033006600,"Census Tract 66, King County, Washington",3585,224795200,62704,5Y15,Seattle,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",66
1357,53033006700,"Census Tract 67, King County, Washington",7600,454669200,59825,5Y15,Seattle,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",67
1358,53033006800,"Census Tract 68, King County, Washington",3206,209181700,65247,5Y15,Seattle,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",68
1359,53033006900,"Census Tract 69, King County, Washington",4727,296896100,62809,5Y15,Seattle,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",69
1360,53033007000,"Census Tract 70, King County, Washington",7503,532375000,70955,5Y15,Seattle,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",70
1361,53033007100,"Census Tract 71, King County, Washington",3780,231829400,61331,5Y15,Seattle,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",71
1362,53033007200,"Census Tract 72, King County, Washington",6798,432340100,63598,5Y15,Seattle,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",72
1363,53033007300,"Census Tract 73, King County, Washington",5594,374678400,66979,5Y15,Seattle,11.3,11,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",73
1364,53033007401,"Census Tract 74.01, King County, Washington",5019,297488700,59273,5Y15,Seattle,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",74.01
1365,53033007402,"Census Tract 74.02, King County, Washington",5210,228867000,43928,5Y15,Seattle,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",74.02
1366,53033007500,"Census Tract 75, King County, Washington",7783,375619900,48262,5Y15,Seattle,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",75
1367,53033007600,"Census Tract 76, King County, Washington",3871,189686300,49002,5Y15,Seattle,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",76
1368,53033007700,"Census Tract 77, King County, Washington",5123,299051000,58374,5Y15,Seattle,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",77
1369,53033007800,"Census Tract 78, King County, Washington",5641,453831600,80452,5Y15,Seattle,5.1,5,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",78
1370,53033007900,"Census Tract 79, King County, Washington",6216,280700000,45158,5Y15,Seattle,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",79
1371,53033008001,"Census Tract 80.01, King County, Washington",5967,397895900,66683,5Y15,Seattle,13.1,13,Belltown,"Belltown, Denny Regrade",80.01
1372,53033008002,"Census Tract 80.02, King County, Washington",3469,158252300,45619,5Y15,Seattle,13.1,13,Belltown,"Belltown, Denny Regrade",80.02
1373,53033008100,"Census Tract 81, King County, Washington",4435,257177200,57988,5Y15,Seattle,13.2,13,Downtown Commercial Core,"Downtown Commercial Core, West Edge, Central Business District, Pike Place Market, Pioneer Square",81
1374,53033008200,"Census Tract 82, King County, Washington",3866,218761200,56586,5Y15,Seattle,6.1,6,First Hill,"First Hill, Yesler Terrace, Squire Park",82
1375,53033008300,"Census Tract 83, King County, Washington",2794,140734400,50370,5Y15,Seattle,6.1,6,First Hill,"First Hill, Yesler Terrace, Squire Park",83
1376,53033008400,"Census Tract 84, King County, Washington",4127,207720300,50332,5Y15,Seattle,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",84
1377,53033008500,"Census Tract 85, King County, Washington",4311,111255200,25807,5Y15,Seattle,6.1,6,First Hill,"First Hill, Yesler Terrace, Squire Park",85
1378,53033008600,"Census Tract 86, King County, Washington",4890,119661200,24471,5Y15,Seattle,6.1,6,First Hill,"First Hill, Yesler Terrace, Squire Park",86
1379,53033008700,"Census Tract 87, King County, Washington",4440,150637600,33927,5Y15,Seattle,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",87
1380,53033008800,"Census Tract 88, King County, Washington",3867,143425500,37090,5Y15,Seattle,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",88
1381,53033008900,"Census Tract 89, King County, Washington",4686,268862700,57376,5Y15,Seattle,5.1,5,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",89
1382,53033009000,"Census Tract 90, King County, Washington",3478,110246800,31698,5Y15,Seattle,5.2,5,Judkins Park,"Judkins Park, Central Area, Little Saigon, Atlantic",90
1383,53033009100,"Census Tract 91, King County, Washington",2693,63520100,23587,5Y15,Seattle,13.3,13,Pioneer Square/International District,"Pioneer Square, International District, Chinatown, Little Saigon, ID, Chinatown-International District",91
1384,53033009200,"Census Tract 92, King County, Washington",2637,76397300,28971,5Y15,Seattle,13.3,13,Pioneer Square/International District,"Pioneer Square, International District, Chinatown, Little Saigon, ID, Chinatown-International District",92
1385,53033009300,"Census Tract 93, King County, Washington",2832,110623400,39062,5Y15,Seattle,3.3,3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",93
1386,53033009400,"Census Tract 94, King County, Washington",5824,168438800,28921,5Y15,Seattle,3.6,3,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",94
1387,53033009500,"Census Tract 95, King County, Washington",6301,345776800,54876,5Y15,Seattle,4.4,4,Mt. Baker/North Rainier,"Mt. Baker, North Rainier, Atlantic",95
1388,53033009600,"Census Tract 96, King County, Washington",5342,298123100,55807,5Y15,Seattle,1.4,1,Alki/Admiral,"Alki, Admiral",96
1389,53033009701,"Census Tract 97.01, King County, Washington",5751,361298900,62824,5Y15,Seattle,1.4,1,Alki/Admiral,"Alki, Admiral",97.01
1390,53033009702,"Census Tract 97.02, King County, Washington",5626,263520400,46840,5Y15,Seattle,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",97.02
1391,53033009800,"Census Tract 98, King County, Washington",6902,301309600,43655,5Y15,Seattle,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",98
1392,53033009900,"Census Tract 99, King County, Washington",5054,224462500,44413,5Y15,Seattle,2.1,2,North Delridge,"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island",99
1393,53033010001,"Census Tract 100.01, King County, Washington",4207,125144400,29747,5Y15,Seattle,3.6,3,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",100.01
1394,53033010002,"Census Tract 100.02, King County, Washington",4763,145822300,30616,5Y15,Seattle,3.6,3,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",100.02
1395,53033010100,"Census Tract 101, King County, Washington",6756,281436100,41657,5Y15,Seattle,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",101
1396,53033010200,"Census Tract 102, King County, Washington",4569,229719600,50278,5Y15,Seattle,4.3,4,Seward Park,"Seward Park, Hillman City",102
1397,53033010300,"Census Tract 103, King County, Washington",6371,181867300,28546,5Y15,Seattle,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",103
1398,53033010401,"Census Tract 104.01, King County, Washington",4711,117138000,24865,5Y15,Seattle,3.5,3,Beacon Hill,Beacon Hill,104.01
1399,53033010402,"Census Tract 104.02, King County, Washington",5218,154839400,29674,5Y15,Seattle,3.5,3,Beacon Hill,Beacon Hill,104.02
1400,53033010500,"Census Tract 105, King County, Washington",6631,293872600,44318,5Y15,Seattle,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",105
1401,53033010600,"Census Tract 106, King County, Washington",8079,378422900,46840,5Y15,Seattle,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",106
1402,53033010701,"Census Tract 107.01, King County, Washington",3700,98689700,26673,5Y15,Seattle,2.2,2,High Point,"High Point, Delridge",107.01
1403,53033010702,"Census Tract 107.02, King County, Washington",4393,96612700,21992,5Y15,Seattle,2.2,2,High Point,"High Point, Delridge",107.02
1404,53033010800,"Census Tract 108, King County, Washington",4670,149198000,31948,5Y15,Seattle,2.3,2,Riverview,"Riverview, Delridge",108
1405,53033010900,"Census Tract 109, King County, Washington",1055,33776000,32015,5Y15,Seattle,3.2,3,Georgetown,Georgetown,109
1406,53033011001,"Census Tract 110.01, King County, Washington",4932,83639500,16959,5Y15,Seattle,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",110.01
1407,53033011002,"Census Tract 110.02, King County, Washington",4722,91784500,19438,5Y15,Seattle,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",110.02
1408,53033011101,"Census Tract 111.01, King County, Washington",5096,120292800,23605,5Y15,Seattle,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",111.01
1409,53033011102,"Census Tract 111.02, King County, Washington",4681,131611200,28116,5Y15,Seattle,4.3,4,Seward Park,"Seward Park, Hillman City",111.02
1410,53033011200,"Census Tract 112, King County, Washington",4174,77524000,18573,5Y15,Seattle,3.1,3,South Park,South Park,112
1411,53033011300,"Census Tract 113, King County, Washington",6969,196903900,28254,5Y15,Seattle,2.5,2,Highland Park,"Highland Park, Westwood, White Center, South Delridge",113
1412,53033011401,"Census Tract 114.01, King County, Washington",4041,111365000,27559,5Y15,Seattle,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",114.01
1413,53033011402,"Census Tract 114.02, King County, Washington",4405,112101600,25449,5Y15,Seattle,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",114.02
1414,53033011500,"Census Tract 115, King County, Washington",4252,185555000,43639,5Y15,Seattle,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",115
1415,53033011600,"Census Tract 116, King County, Washington",6570,402264700,61228,5Y15,Seattle,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",116
1416,53033011700,"Census Tract 117, King County, Washington",5456,125473200,22997,5Y15,Seattle,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",117
1417,53033011800,"Census Tract 118, King County, Washington",8010,165655300,20681,5Y15,Seattle,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",118
1418,53033011900,"Census Tract 119, King County, Washington",7428,201446200,27120,5Y15,Seattle,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",119
1419,53033012000,"Census Tract 120, King County, Washington",3474,149173200,42940,5Y15,Seattle,1.1,1,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",120
1420,53033012100,"Census Tract 121, King County, Washington",2853,170078100,59614,5Y15,Seattle,1.1,1,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",121
1421,53033020100,"Census Tract 201, King County, Washington",3127,149241300,47727,5Y15,King County Balance,,,,,201
1422,53033020200,"Census Tract 202, King County, Washington",5536,197834700,35736,5Y15,King County Balance,,,,,202
1423,53033020300,"Census Tract 203, King County, Washington",6823,199891400,29297,5Y15,King County Balance,,,,,203
1424,53033020401,"Census Tract 204.01, King County, Washington",3525,110637800,31387,5Y15,King County Balance,,,,,204.01
1425,53033020402,"Census Tract 204.02, King County, Washington",5600,194201500,34679,5Y15,King County Balance,,,,,204.02
1426,53033020500,"Census Tract 205, King County, Washington",6119,194936700,31858,5Y15,King County Balance,,,,,205
1427,53033020600,"Census Tract 206, King County, Washington",3612,118610600,32838,5Y15,King County Balance,,,,,206
1428,53033020700,"Census Tract 207, King County, Washington",3702,100461900,27137,5Y15,King County Balance,,,,,207
1429,53033020800,"Census Tract 208, King County, Washington",4225,201989600,47808,5Y15,King County Balance,,,,,208
1430,53033020900,"Census Tract 209, King County, Washington",3682,181979000,49424,5Y15,King County Balance,,,,,209
1431,53033021000,"Census Tract 210, King County, Washington",5686,188703100,33187,5Y15,King County Balance,,,,,210
1432,53033021100,"Census Tract 211, King County, Washington",4531,136200500,30060,5Y15,King County Balance,,,,,211
1433,53033021300,"Census Tract 213, King County, Washington",4026,188392100,46794,5Y15,King County Balance,,,,,213
1434,53033021400,"Census Tract 214, King County, Washington",4109,199547300,48563,5Y15,King County Balance,,,,,214
1435,53033021500,"Census Tract 215, King County, Washington",4516,232438200,51470,5Y15,King County Balance,,,,,215
1436,53033021600,"Census Tract 216, King County, Washington",4911,189807000,38649,5Y15,King County Balance,,,,,216
1437,53033021700,"Census Tract 217, King County, Washington",8618,309123800,35870,5Y15,King County Balance,,,,,217
1438,53033021802,"Census Tract 218.02, King County, Washington",5495,219449100,39936,5Y15,King County Balance,,,,,218.02
1439,53033021803,"Census Tract 218.03, King County, Washington",4694,167298900,35641,5Y15,King County Balance,,,,,218.03
1440,53033021804,"Census Tract 218.04, King County, Washington",4684,153457500,32762,5Y15,King County Balance,,,,,218.04
1441,53033021903,"Census Tract 219.03, King County, Washington",5787,213113100,36826,5Y15,King County Balance,,,,,219.03
1442,53033021904,"Census Tract 219.04, King County, Washington",4993,234289400,46924,5Y15,King County Balance,,,,,219.04
1443,53033021905,"Census Tract 219.05, King County, Washington",5501,229400000,41702,5Y15,King County Balance,,,,,219.05
1444,53033021906,"Census Tract 219.06, King County, Washington",4132,166020200,40179,5Y15,King County Balance,,,,,219.06
1445,53033022001,"Census Tract 220.01, King County, Washington",5009,213930700,42709,5Y15,King County Balance,,,,,220.01
1446,53033022003,"Census Tract 220.03, King County, Washington",5038,186808400,37080,5Y15,King County Balance,,,,,220.03
1447,53033022005,"Census Tract 220.05, King County, Washington",4891,205611600,42039,5Y15,King County Balance,,,,,220.05
1448,53033022006,"Census Tract 220.06, King County, Washington",3744,170716000,45597,5Y15,King County Balance,,,,,220.06
1449,53033022101,"Census Tract 221.01, King County, Washington",4740,229643400,48448,5Y15,King County Balance,,,,,221.01
1450,53033022102,"Census Tract 221.02, King County, Washington",6331,251079300,39659,5Y15,King County Balance,,,,,221.02
1451,53033022201,"Census Tract 222.01, King County, Washington",4483,150550300,33582,5Y15,King County Balance,,,,,222.01
1452,53033022202,"Census Tract 222.02, King County, Washington",7814,332761900,42585,5Y15,King County Balance,,,,,222.02
1453,53033022203,"Census Tract 222.03, King County, Washington",5030,277941800,55257,5Y15,King County Balance,,,,,222.03
1454,53033022300,"Census Tract 223, King County, Washington",2603,170329000,65436,5Y15,King County Balance,,,,,223
1455,53033022400,"Census Tract 224, King County, Washington",8832,606941600,68721,5Y15,King County Balance,,,,,224
1456,53033022500,"Census Tract 225, King County, Washington",7290,497511000,68246,5Y15,King County Balance,,,,,225
1457,53033022603,"Census Tract 226.03, King County, Washington",5627,297851400,52933,5Y15,King County Balance,,,,,226.03
1458,53033022604,"Census Tract 226.04, King County, Washington",4532,206502900,45566,5Y15,King County Balance,,,,,226.04
1459,53033022605,"Census Tract 226.05, King County, Washington",6162,232073100,37662,5Y15,King County Balance,,,,,226.05
1460,53033022606,"Census Tract 226.06, King County, Washington",5981,271933000,45466,5Y15,King County Balance,,,,,226.06
1461,53033022701,"Census Tract 227.01, King County, Washington",2506,186470900,74410,5Y15,King County Balance,,,,,227.01
1462,53033022702,"Census Tract 227.02, King County, Washington",3827,230685400,60278,5Y15,King County Balance,,,,,227.02
1463,53033022703,"Census Tract 227.03, King County, Washington",2273,115772800,50934,5Y15,King County Balance,,,,,227.03
1464,53033022801,"Census Tract 228.01, King County, Washington",8374,489097900,58407,5Y15,King County Balance,,,,,228.01
1465,53033022802,"Census Tract 228.02, King County, Washington",4772,260367400,54561,5Y15,King County Balance,,,,,228.02
1466,53033022803,"Census Tract 228.03, King County, Washington",5362,286286300,53392,5Y15,King County Balance,,,,,228.03
1467,53033022901,"Census Tract 229.01, King County, Washington",2918,149174000,51122,5Y15,King County Balance,,,,,229.01
1468,53033022902,"Census Tract 229.02, King County, Washington",6492,357301600,55037,5Y15,King County Balance,,,,,229.02
1469,53033023000,"Census Tract 230, King County, Washington",5000,265055400,53011,5Y15,King County Balance,,,,,230
1470,53033023100,"Census Tract 231, King County, Washington",4032,186027400,46138,5Y15,King County Balance,,,,,231
1471,53033023201,"Census Tract 232.01, King County, Washington",6449,245677600,38095,5Y15,King County Balance,,,,,232.01
1472,53033023202,"Census Tract 232.02, King County, Washington",4698,128411400,27333,5Y15,King County Balance,,,,,232.02
1473,53033023300,"Census Tract 233, King County, Washington",6306,242205400,38409,5Y15,King County Balance,,,,,233
1474,53033023401,"Census Tract 234.01, King County, Washington",3550,136972400,38584,5Y15,King County Balance,,,,,234.01
1475,53033023403,"Census Tract 234.03, King County, Washington",4173,212854200,51007,5Y15,King County Balance,,,,,234.03
1476,53033023404,"Census Tract 234.04, King County, Washington",3308,202445300,61199,5Y15,King County Balance,,,,,234.04
1477,53033023500,"Census Tract 235, King County, Washington",3672,191136800,52053,5Y15,King County Balance,,,,,235
1478,53033023601,"Census Tract 236.01, King County, Washington",3854,177663000,46098,5Y15,King County Balance,,,,,236.01
1479,53033023603,"Census Tract 236.03, King County, Washington",6278,268375900,42749,5Y15,King County Balance,,,,,236.03
1480,53033023604,"Census Tract 236.04, King County, Washington",6241,245052100,39265,5Y15,King County Balance,,,,,236.04
1481,53033023700,"Census Tract 237, King County, Washington",4204,250650300,59622,5Y15,King County Balance,,,,,237
1482,53033023801,"Census Tract 238.01, King County, Washington",2232,130339700,58396,5Y15,King County Balance,,,,,238.01
1483,53033023803,"Census Tract 238.03, King County, Washington",5036,304364200,60438,5Y15,King County Balance,,,,,238.03
1484,53033023804,"Census Tract 238.04, King County, Washington",6161,487575500,79139,5Y15,King County Balance,,,,,238.04
1485,53033023900,"Census Tract 239, King County, Washington",7013,467035800,66596,5Y15,King County Balance,,,,,239
1486,53033024000,"Census Tract 240, King County, Washington",7880,533054500,67647,5Y15,King County Balance,,,,,240
1487,53033024100,"Census Tract 241, King County, Washington",4830,508289600,105236,5Y15,King County Balance,,,,,241
1488,53033024200,"Census Tract 242, King County, Washington",3115,301651700,96838,5Y15,King County Balance,,,,,242
1489,53033024300,"Census Tract 243, King County, Washington",8164,538941600,66014,5Y15,King County Balance,,,,,243
1490,53033024400,"Census Tract 244, King County, Washington",2611,140102300,53658,5Y15,King County Balance,,,,,244
1491,53033024500,"Census Tract 245, King County, Washington",5003,438647100,87677,5Y15,King County Balance,,,,,245
1492,53033024601,"Census Tract 246.01, King County, Washington",4588,379923600,82808,5Y15,King County Balance,,,,,246.01
1493,53033024602,"Census Tract 246.02, King County, Washington",3754,306746900,81712,5Y15,King County Balance,,,,,246.02
1494,53033024701,"Census Tract 247.01, King County, Washington",3866,150526500,38936,5Y15,King County Balance,,,,,247.01
1495,53033024702,"Census Tract 247.02, King County, Washington",7791,402175000,51620,5Y15,King County Balance,,,,,247.02
1496,53033024800,"Census Tract 248, King County, Washington",5666,181729600,32074,5Y15,King County Balance,,,,,248
1497,53033024901,"Census Tract 249.01, King County, Washington",5063,312544000,61731,5Y15,King County Balance,,,,,249.01
1498,53033024902,"Census Tract 249.02, King County, Washington",3769,188946700,50132,5Y15,King County Balance,,,,,249.02
1499,53033024903,"Census Tract 249.03, King County, Washington",6980,425673600,60985,5Y15,King County Balance,,,,,249.03
1500,53033025001,"Census Tract 250.01, King County, Washington",4786,214147700,44745,5Y15,King County Balance,,,,,250.01
1501,53033025003,"Census Tract 250.03, King County, Washington",6979,492806200,70613,5Y15,King County Balance,,,,,250.03
1502,53033025005,"Census Tract 250.05, King County, Washington",4696,282760300,60213,5Y15,King County Balance,,,,,250.05
1503,53033025006,"Census Tract 250.06, King County, Washington",6008,380061000,63259,5Y15,King County Balance,,,,,250.06
1504,53033025101,"Census Tract 251.01, King County, Washington",5584,235067300,42097,5Y15,King County Balance,,,,,251.01
1505,53033025102,"Census Tract 251.02, King County, Washington",7729,305978200,39588,5Y15,King County Balance,,,,,251.02
1506,53033025200,"Census Tract 252, King County, Washington",8098,315170300,38920,5Y15,King County Balance,,,,,252
1507,53033025301,"Census Tract 253.01, King County, Washington",5691,249695700,43876,5Y15,King County Balance,,,,,253.01
1508,53033025302,"Census Tract 253.02, King County, Washington",5263,152225800,28924,5Y15,King County Balance,,,,,253.02
1509,53033025400,"Census Tract 254, King County, Washington",7245,182172200,25145,5Y15,King County Balance,,,,,254
1510,53033025500,"Census Tract 255, King County, Washington",5020,137671000,27425,5Y15,King County Balance,,,,,255
1511,53033025601,"Census Tract 256.01, King County, Washington",5113,159292300,31154,5Y15,King County Balance,,,,,256.01
1512,53033025602,"Census Tract 256.02, King County, Washington",6470,240344200,37147,5Y15,King County Balance,,,,,256.02
1513,53033025701,"Census Tract 257.01, King County, Washington",5387,164743900,30582,5Y15,King County Balance,,,,,257.01
1514,53033025702,"Census Tract 257.02, King County, Washington",3593,131909400,36713,5Y15,King County Balance,,,,,257.02
1515,53033025803,"Census Tract 258.03, King County, Washington",5039,102670300,20375,5Y15,King County Balance,,,,,258.03
1516,53033025804,"Census Tract 258.04, King County, Washington",3840,108719800,28312,5Y15,King County Balance,,,,,258.04
1517,53033025805,"Census Tract 258.05, King County, Washington",5248,133392900,25418,5Y15,King County Balance,,,,,258.05
1518,53033025806,"Census Tract 258.06, King County, Washington",4811,158399500,32924,5Y15,King County Balance,,,,,258.06
1519,53033026001,"Census Tract 260.01, King County, Washington",5755,197508300,34319,5Y15,King County Balance,,,,,260.01
1520,53033026002,"Census Tract 260.02, King County, Washington",8967,228824800,25519,5Y15,King County Balance,,,,,260.02
1521,53033026100,"Census Tract 261, King County, Washington",6552,164832500,25158,5Y15,King County Balance,,,,,261
1522,53033026200,"Census Tract 262, King County, Washington",5645,145959000,25856,5Y15,King County Balance,,,,,262
1523,53033026300,"Census Tract 263, King County, Washington",1587,38346200,24163,5Y15,King County Balance,,,,,263
1524,53033026400,"Census Tract 264, King County, Washington",5711,120111800,21032,5Y15,King County Balance,,,,,264
1525,53033026500,"Census Tract 265, King County, Washington",4313,71710400,16627,5Y15,King County Balance,,,,,265
1526,53033026600,"Census Tract 266, King County, Washington",2840,65880200,23197,5Y15,King County Balance,,,,,266
1527,53033026700,"Census Tract 267, King County, Washington",5056,178420500,35289,5Y15,King County Balance,,,,,267
1528,53033026801,"Census Tract 268.01, King County, Washington",5530,122801800,22206,5Y15,King County Balance,,,,,268.01
1529,53033026802,"Census Tract 268.02, King County, Washington",4932,89233400,18093,5Y15,King County Balance,,,,,268.02
1530,53033027000,"Census Tract 270, King County, Washington",3552,85226600,23994,5Y15,King County Balance,,,,,270
1531,53033027100,"Census Tract 271, King County, Washington",3324,77758200,23393,5Y15,King County Balance,,,,,271
1532,53033027200,"Census Tract 272, King County, Washington",2545,54610000,21458,5Y15,King County Balance,,,,,272
1533,53033027300,"Census Tract 273, King County, Washington",6205,111616800,17988,5Y15,King County Balance,,,,,273
1534,53033027400,"Census Tract 274, King County, Washington",5079,120619500,23749,5Y15,King County Balance,,,,,274
1535,53033027500,"Census Tract 275, King County, Washington",4828,110163200,22818,5Y15,King County Balance,,,,,275
1536,53033027600,"Census Tract 276, King County, Washington",4955,128920300,26018,5Y15,King County Balance,,,,,276
1537,53033027701,"Census Tract 277.01, King County, Washington",5565,228925400,41137,5Y15,King County Balance,,,,,277.01
1538,53033027702,"Census Tract 277.02, King County, Washington",4624,237821300,51432,5Y15,King County Balance,,,,,277.02
1539,53033027800,"Census Tract 278, King County, Washington",3213,158856000,49442,5Y15,King County Balance,,,,,278
1540,53033027900,"Census Tract 279, King County, Washington",7322,203272000,27762,5Y15,King County Balance,,,,,279
1541,53033028000,"Census Tract 280, King County, Washington",4029,79098500,19632,5Y15,King County Balance,,,,,280
1542,53033028100,"Census Tract 281, King County, Washington",2439,44841900,18385,5Y15,King County Balance,,,,,281
1543,53033028200,"Census Tract 282, King County, Washington",4989,120284600,24110,5Y15,King County Balance,,,,,282
1544,53033028300,"Census Tract 283, King County, Washington",5018,170608200,33999,5Y15,King County Balance,,,,,283
1545,53033028402,"Census Tract 284.02, King County, Washington",4793,103487400,21591,5Y15,King County Balance,,,,,284.02
1546,53033028403,"Census Tract 284.03, King County, Washington",5232,103328000,19749,5Y15,King County Balance,,,,,284.03
1547,53033028500,"Census Tract 285, King County, Washington",3885,102446900,26370,5Y15,King County Balance,,,,,285
1548,53033028600,"Census Tract 286, King County, Washington",6597,305535900,46314,5Y15,King County Balance,,,,,286
1549,53033028700,"Census Tract 287, King County, Washington",5127,165253400,32232,5Y15,King County Balance,,,,,287
1550,53033028801,"Census Tract 288.01, King County, Washington",2981,62792600,21064,5Y15,King County Balance,,,,,288.01
1551,53033028802,"Census Tract 288.02, King County, Washington",7075,133959300,18934,5Y15,King County Balance,,,,,288.02
1552,53033028901,"Census Tract 289.01, King County, Washington",3475,120889900,34788,5Y15,King County Balance,,,,,289.01
1553,53033028902,"Census Tract 289.02, King County, Washington",6575,123424700,18772,5Y15,King County Balance,,,,,289.02
1554,53033029001,"Census Tract 290.01, King County, Washington",4446,149922100,33721,5Y15,King County Balance,,,,,290.01
1555,53033029003,"Census Tract 290.03, King County, Washington",5950,135754100,22816,5Y15,King County Balance,,,,,290.03
1556,53033029004,"Census Tract 290.04, King County, Washington",3706,54994000,14839,5Y15,King County Balance,,,,,290.04
1557,53033029101,"Census Tract 291.01, King County, Washington",2958,100278600,33901,5Y15,King County Balance,,,,,291.01
1558,53033029102,"Census Tract 291.02, King County, Washington",4017,118259700,29440,5Y15,King County Balance,,,,,291.02
1559,53033029203,"Census Tract 292.03, King County, Washington",3817,80420000,21069,5Y15,King County Balance,,,,,292.03
1560,53033029204,"Census Tract 292.04, King County, Washington",7152,199501800,27895,5Y15,King County Balance,,,,,292.04
1561,53033029205,"Census Tract 292.05, King County, Washington",5076,146604600,28882,5Y15,King County Balance,,,,,292.05
1562,53033029206,"Census Tract 292.06, King County, Washington",4288,66304800,15463,5Y15,King County Balance,,,,,292.06
1563,53033029303,"Census Tract 293.03, King County, Washington",7493,253713400,33860,5Y15,King County Balance,,,,,293.03
1564,53033029304,"Census Tract 293.04, King County, Washington",5284,200834300,38008,5Y15,King County Balance,,,,,293.04
1565,53033029305,"Census Tract 293.05, King County, Washington",3891,115310200,29635,5Y15,King County Balance,,,,,293.05
